Name,AbrahamSimpson,HomerSimpson,BartSimpson,LisaSimpson,MaggieSimpson
XM_054368265.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054368268.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054368267.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054368270.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001375961.1,4728.982604,0.000000,11374.291529,0.000000,0.000000
NM_001375960.1,0.000000,0.000000,0.000000,0.000000,9694.287428
NM_001167675.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001375964.1,2451.544023,0.000000,0.000000,11417.274196,0.000000
NM_001375968.1,0.000000,7823.782309,0.000000,0.000000,0.000000
NM_001375967.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001167674.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001381963.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017006062.3,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001381964.1,0.000000,0.000000,0.000000,2811.217177,2714.879044
XM_047447872.1,0.000000,0.000000,844.876137,0.000000,793.866924
NM_001256504.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001256502.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001256505.2,0.000000,0.000000,1697.319594,0.000000,0.000000
NM_001256503.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_153184.4,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017006063.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054345952.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054345954.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054345953.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001742.4,19695.659704,17727.180201,9133.776304,17705.626414,8707.110495
NM_001164737.3,0.000000,2923.376626,11527.273057,4072.316387,10948.268402
NM_001164738.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001370546.1,0.000000,0.000000,0.000000,0.000000,12096.285126
NM_001424094.1,0.000000,3289.834446,0.000000,0.000000,0.000000
NM_001370547.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001424096.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001424097.1,0.000000,8463.028704,7910.407438,0.000000,0.000000
NM_001424095.1,0.000000,0.000000,6453.041384,0.000000,0.000000
NM_001370545.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_016083.6,0.000000,9361.961545,0.000000,0.000000,8393.546865
NM_001160226.3,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001365870.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001365869.2,0.000000,0.000000,5044.109943,0.000000,0.000000
NM_001160258.3,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001424098.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047418171.1,1823.798787,0.000000,0.000000,18163.082836,0.000000
NM_001365872.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047418173.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001160259.3,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001365874.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047418172.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_033181.4,19418.109679,0.000000,0.000000,0.000000,0.000000
XM_054354204.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054354206.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054354205.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_005265821.4,0.000000,0.000000,0.000076,0.000000,0.000000
NM_153607.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011534442.2,5409.448666,0.000000,7570.381054,9405.401550,8118.895154
NM_001168394.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001168393.2,7293.642911,0.000000,2856.991400,0.000000,0.000000
XM_047416801.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416802.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_006714822.5,0.000000,6347.368975,0.000000,0.000000,0.000000
XM_054351764.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351766.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351765.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169285.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169289.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169290.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169284.1,0.000000,0.000000,17386.448751,0.000000,0.000000
NR_169291.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169283.1,0.000000,0.000000,0.000000,0.000000,18135.643693
NR_158699.2,0.000000,0.000000,6332.556941,0.000000,0.000000
NR_169287.1,0.000000,0.000000,0.000000,3304.058600,0.000000
NR_169286.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169292.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_169288.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384615.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384619.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384631.1,4701.448645,0.000000,0.000000,0.000000,0.000000
NM_001384620.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384618.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384630.1,15909.224342,0.000000,0.000000,0.000000,0.000000
NM_001384617.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384622.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_139159.5,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384629.1,0.000000,0.000000,0.000000,16615.304679,0.000000
NM_001384625.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384623.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011528405.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384626.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384624.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384621.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384612.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384627.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384613.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384628.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047439653.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384614.1,0.000000,21255.875290,0.000000,0.000000,0.000000
NM_001384611.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047439652.1,0.000000,0.000000,0.000000,5985.188857,0.000000
NM_001384635.1,0.000000,0.000000,0.000000,0.000000,7437.709083
NM_001384638.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384637.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384634.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001365987.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384633.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384632.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384636.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001384616.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047439654.1,0.000000,0.000000,0.000000,0.000000,0.000000
NR_156761.1,2134.974508,1483.911264,0.000000,0.000000,0.000000
XR_007064911.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363905.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363891.1,0.000000,0.000000,2132.793480,0.000000,0.000000
NM_001363898.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363899.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363894.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363988.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363896.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001363903.1,0.000000,0.000000,0.000000,0.000000,1418.750962
NM_001363900.1,0.000000,0.000000,0.000000,2354.519101,0.000000
NM_001363901.1,0.000000,0.000000,0.000000,2354.519101,0.000000
NM_001363897.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047434606.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047434607.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011523314.4,0.000000,0.000000,380.861315,0.000000,0.000000
XM_011523316.4,0.000000,0.000000,870.613214,0.000000,0.000000
XM_017023656.3,416.086220,760.133556,0.000000,0.000000,302.816987
XM_024450437.2,425.036753,0.000000,0.000000,0.000000,0.000000
XM_017023654.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011523315.4,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047434608.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017023657.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047434609.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001080432.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313884.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313885.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313886.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313889.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313890.1,0.000000,0.000000,0.000000,417.125811,0.000000
XM_054313893.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313887.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313888.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313891.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054313892.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047438600.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047438599.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011526710.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011526709.3,0.000000,0.000000,19788.617324,0.000000,0.000000
NM_000164.4,14592.255088,0.000000,0.000000,0.000000,0.000000
XM_011526713.3,0.000000,0.000000,0.000000,0.000000,17983.901135
NM_001308418.2,0.000000,25404.238150,0.000000,0.000000,0.000000
XM_047438601.1,0.000000,0.000000,5547.284314,0.000000,0.000000
XM_011526716.3,0.000000,0.000000,0.000000,0.000000,31542.015284
XM_047438602.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047438603.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011526715.3,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320524.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320523.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320521.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320520.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320525.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320526.1,0.000000,0.000000,0.000000,848.366801,0.000000
XM_054320528.1,40806.124497,0.000000,0.000000,0.000000,0.000000
XM_054320529.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320530.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054320522.1,0.000000,0.000000,0.000000,25846.948798,0.000000
XM_054320527.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_194251.3,40043.199003,44959.115284,43386.756310,38576.863193,38740.159898
NM_006794.4,37347.510198,51112.173765,43596.595116,50959.156693,45882.972469
NM_001244189.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001244190.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001244192.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001244191.2,0.000000,0.000000,0.000000,5268.348598,6425.136315
XM_047432009.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_024449779.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_024449781.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432000.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432003.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432006.1,5169.261189,0.000000,8307.118511,0.000000,0.000000
XM_024449780.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_024449791.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001329944.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001329943.3,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001329946.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432001.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001329947.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432012.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_014749.5,0.000000,0.000000,0.000000,2683.818735,0.000000
XM_047432002.1,0.000000,8313.026180,0.000000,0.000000,0.000000
NM_001364701.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001329945.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432004.1,3969.254284,0.000000,0.000000,0.000000,0.000000
XM_047432010.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432007.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432013.1,0.000000,0.000000,0.000000,927.762099,0.000000
XM_047432008.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432014.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432005.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432011.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047432015.1,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001364700.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_024449787.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_001244193.2,0.000000,0.000000,0.000000,0.000000,4430.246731
XM_054377121.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377128.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377116.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377118.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377119.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377122.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377125.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377117.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377136.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377120.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377131.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377123.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377129.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377126.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377132.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377127.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377133.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377124.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377130.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377135.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054377134.1,0.000000,0.000000,0.000000,0.000000,0.000000
XR_938783.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416253.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416259.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416258.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416255.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416252.1,0.000000,0.000000,0.000000,0.000000,1282.694764
XM_047416268.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416256.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416262.1,1461.864155,0.000000,0.000000,0.000000,0.000000
XM_047416251.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416257.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416263.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416254.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532320.4,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416260.1,0.000000,0.000000,0.000000,716.576814,0.000000
NM_001384125.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532325.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532324.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416265.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_005263282.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017008695.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_005263287.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017008697.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532323.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416266.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416267.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416271.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532326.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_011532322.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_006714344.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416269.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416261.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416270.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416273.1,0.000000,2216.451212,0.000000,0.000000,0.000000
XM_047416275.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416276.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416277.1,0.000000,0.000000,0.000000,2597.003951,0.000000
XM_017008699.2,0.000000,0.000000,0.000000,0.000000,0.000000
NM_015312.4,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416264.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_047416272.1,0.000000,0.000000,1787.710337,0.000000,0.000000
XM_011532330.2,0.000000,0.000000,0.000000,0.000000,0.000000
XM_024454243.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_017008698.2,0.000000,0.000000,442.507336,0.000000,0.000000
XM_054350987.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350999.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350993.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350992.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350986.1,0.000000,0.000000,0.000000,0.000000,1282.694764
XM_054351010.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350990.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351001.1,1461.864155,0.000000,0.000000,0.000000,0.000000
XM_054350985.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350991.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351002.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350988.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350984.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350998.1,0.000000,0.000000,0.000000,716.576814,0.000000
XM_054350996.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054350995.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351004.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351005.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351008.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351007.1,0.000000,0.000000,0.000000,0.000000,0.000000
XM_054351012.1,0.000000,0.000000,0.000000,0.000000,0.000000
